GE185	05/04/2021	03:36:13	4415.1029	0	0.0334	0.0043	2147.0624	-2.4	1.4	1.4469	0.035	0.0001	0.1907	2267.8148	60	0	-6.635467	106.34021	825.2	-6.635456	106.340233	825.3	11011
GE185	05/04/2021	03:37:13	4415.101	0	0.0352	0.0045	2147.0609	-2.6	2.1	1.4376	0.0345	0.0002	0.1906	2267.8148	60	0	-6.635467	106.34021	825.2	-6.635456	106.340233	825.3	11011
GE185	05/04/2021	03:38:13	4415.0995	0	0.0337	0.0043	2147.06	-2.9	0.8	1.4367	0.0341	0.0001	0.1904	2267.8149	60	0	-6.635467	106.34021	825.2	-6.635456	106.340233	825.3	11011
GE187	05/04/2021	04:14:16	4412.4006	0	0.0434	0.0056	2144.3749	4.1	-5.4	1.4293	0.0179	0.0006	0.1892	2267.818	60	0	-6.631833	106.343307	874.8	-6.631833	106.343422	873.6	11011
GE187	05/04/2021	04:15:16	4412.3986	0	0.0273	0.0035	2144.3734	4.3	-7	1.4299	0.0174	0.0007	0.189	2267.818	60	0	-6.631833	106.343307	874.8	-6.631801	106.343414	873.6	11011
GE187	05/04/2021	04:16:16	4412.3956	0	0.0369	0.0048	2144.3704	4.8	-8.4	1.4301	0.017	0.0011	0.1889	2267.8181	60	0	-6.631833	106.343307	874.8	-6.631746	106.343414	873.4	11011
GE187	05/04/2021	04:17:16	4412.3939	0	0.0312	0.004	2144.3692	6.3	-8.1	1.4269	0.0166	0.0013	0.1885	2267.8182	60	0	-6.631833	106.343307	874.8	-6.631775	106.343422	873.9	11011
GE187	05/04/2021	04:18:16	4412.3922	0	0.0346	0.0045	2144.3679	6.9	-7.9	1.433	0.0161	0.0014	0.1885	2267.8183	60	0	-6.631833	106.343307	874.8	-6.63176	106.343437	873.5	11011
GE187	05/04/2021	04:26:17	4412.4021	0	0.0298	0.0038	2144.3813	7.4	-4.8	1.4235	0.0127	0.001	0.1881	2267.819	60	0	-6.631833	106.343307	874.8	-6.631811	106.343346	873.2	11011
GE187	05/04/2021	04:27:17	4412.3988	0	0.041	0.0053	2144.3778	9.2	-6.9	1.4245	0.0123	0.0016	0.1879	2267.8191	60	0	-6.631833	106.343307	874.8	-6.631903	106.343422	873.3	11011
GE187	05/04/2021	04:28:17	4412.397	0	0.0328	0.0042	2144.3767	8.6	-7.2	1.4192	0.0119	0.0016	0.1877	2267.8191	60	0	-6.631833	106.343307	874.8	-6.631918	106.343422	873.1	11011
GE187	05/04/2021	04:29:17	4412.3968	0	0.0336	0.0043	2144.3771	8.7	-7.3	1.4265	0.0114	0.0014	0.1876	2267.8192	60	0	-6.631833	106.343307	874.8	-6.631898	106.343437	873.1	11011
GE187	05/04/2021	04:30:17	4412.3959	0	0.0365	0.0047	2144.3765	9.6	-6.9	1.4181	0.011	0.0017	0.1875	2267.8193	60	0	-6.631833	106.343307	874.8	-6.631757	106.343681	873.5	11011
GE187	05/04/2021	04:35:44	4412.3339	0	0.037	0.0048	2144.3181	-0.4	-2.3	1.4156	0.0088	0	0.1872	2267.8198	60	0	-6.632025	106.343651	876.5	-6.632075	106.343872	875.4	11011
GE187	05/04/2021	04:36:44	4412.3324	0	0.0306	0.0039	2144.3168	-1.8	-2.5	1.4185	0.0084	0.0002	0.1872	2267.8198	60	0	-6.632025	106.343651	876.5	-6.632127	106.343895	875.4	11011
GE187	05/04/2021	04:37:44	4412.3345	0	0.0303	0.0039	2144.3191	-1.6	-4.1	1.4186	0.0079	0.0002	0.1874	2267.8199	60	0	-6.632025	106.343651	876.5	-6.6321	106.343758	875.4	11011
GE187	05/04/2021	04:38:44	4412.3363	0	0.0344	0.0044	2144.3211	-2	-4.5	1.4187	0.0075	0.0003	0.1873	2267.82	60	0	-6.632025	106.343651	876.5	-6.632055	106.343765	875.2	11011
GE187	05/04/2021	04:39:44	4412.3346	0	0.0294	0.0038	2144.3201	-0.5	-4.5	1.4172	0.0071	0.0002	0.1871	2267.8201	60	0	-6.632025	106.343651	876.5	-6.632055	106.343819	875.5	11011
GE189	05/04/2021	06:22:28	4448.9433	0	0.0526	0.0068	2180.9457	3.1	-5.8	1.4514	-0.0222	0.0005	0.1905	2267.8287	60	0	-6.63804	106.336662	797.9	-6.637988	106.336662	798.2	11011
GE189	05/04/2021	06:23:28	4448.9414	0	0.0443	0.0057	2180.9436	3	-7.7	1.4395	-0.0223	0.0007	0.1905	2267.8288	60	0	-6.63804	106.336662	797.9	-6.638043	106.336739	798.3	11011
GE189	05/04/2021	06:24:28	4448.9381	0	0.0524	0.0068	2180.9403	3.2	-9.4	1.4422	-0.0224	0.0012	0.1901	2267.8289	60	0	-6.63804	106.336662	797.9	-6.638032	106.336784	798.1	11011
GE189	05/04/2021	06:25:28	4448.933	0	0.0511	0.0066	2180.9354	2.7	-9.9	1.4388	-0.0226	0.0013	0.1899	2267.829	60	0	-6.63804	106.336662	797.9	-6.637983	106.336746	797.9	11011
GE189	05/04/2021	06:26:28	4448.9298	0	0.0511	0.0066	2180.932	2.5	-11.6	1.4367	-0.0227	0.0017	0.1897	2267.8291	60	0	-6.63804	106.336662	797.9	-6.637957	106.3367	797.9	11011
GE189	05/04/2021	06:39:21	4448.9453	0	0.0371	0.0048	2180.9505	1.8	-2.4	1.4258	-0.0241	0.0001	0.1886	2267.8302	60	0	-6.63804	106.336662	797.9	-6.637836	106.33709	794.4	11011
GE189	05/04/2021	06:40:21	4448.9441	0	0.0381	0.0049	2180.9491	1.3	-4.5	1.4307	-0.0241	0.0003	0.1885	2267.8302	60	0	-6.63804	106.336662	797.9	-6.637832	106.337082	794.5	11011
GE189	05/04/2021	06:41:21	4448.9436	0	0.0538	0.007	2180.9492	-0.4	-3.5	1.4252	-0.0242	0.0002	0.1881	2267.8303	60	0	-6.63804	106.336662	797.9	-6.637847	106.33709	794.5	11011
GE189	05/04/2021	06:42:21	4448.9427	0	0.0467	0.006	2180.9481	0.1	-4.6	1.4254	-0.0243	0.0003	0.1881	2267.8304	60	0	-6.63804	106.336662	797.9	-6.637882	106.33709	794.2	11011
GE189	05/04/2021	06:43:21	4448.9415	0	0.0343	0.0044	2180.9472	1.5	-5.3	1.4193	-0.0244	0.0004	0.1878	2267.8305	60	0	-6.63804	106.336662	797.9	-6.637876	106.337044	794.1	11011
GE189	05/04/2021	06:50:52	4448.9499	0	0.0544	0.007	2180.9556	1.9	-0.7	1.4253	-0.0248	0.0001	0.188	2267.8311	60	0	-6.63804	106.336662	797.9	-6.637897	106.336899	791.6	11011
GE189	05/04/2021	06:51:52	4448.9473	0	0.0578	0.0075	2180.9533	0.9	-1	1.4267	-0.0249	0	0.1876	2267.8312	60	0	-6.63804	106.336662	797.9	-6.637905	106.336967	791.2	11011
GE189	05/04/2021	06:52:52	4448.9481	0	0.0641	0.0083	2180.9539	1.3	-0.5	1.4219	-0.0249	0	0.1877	2267.8313	60	0	-6.63804	106.336662	797.9	-6.637902	106.336914	790.9	11011
GE189	05/04/2021	06:53:52	4448.9479	0	0.0584	0.0075	2180.954	1.2	-1.3	1.4196	-0.0249	0.0001	0.1873	2267.8314	60	0	-6.63804	106.336662	797.9	-6.637897	106.33699	790.7	11011
GE189	05/04/2021	06:54:52	4448.9479	0	0.0306	0.004	2180.9539	2.1	-1.8	1.4237	-0.025	0.0002	0.1874	2267.8315	60	0	-6.63804	106.336662	797.9	-6.637944	106.336899	791.7	11011
BASE	05/04/2021	12:27:30	4495.7406	0	0.0198	0.0026	2227.6276	2	-0.8	1.4462	0.063	0.0001	0.1905	2267.8594	60	0	-6.617925	106.301056	505.1	-6.61793	106.301041	503.6	11011
BASE	05/04/2021	12:28:30	4495.741	0	0.022	0.0028	2227.6283	0.7	-1.9	1.4345	0.0631	0.0001	0.19	2267.8595	60	0	-6.617925	106.301056	505.1	-6.617932	106.301041	503.5	11011
BASE	05/04/2021	12:29:30	4495.7429	0	0.0192	0.0025	2227.63	0.8	-0.6	1.4355	0.0633	0.0001	0.1898	2267.8596	60	0	-6.617925	106.301056	505.1	-6.617932	106.301041	503.6	11011
BASE	05/04/2021	12:30:30	4495.7427	0	0.0232	0.003	2227.6298	1.4	0.6	1.4383	0.0635	0.0001	0.1896	2267.8597	60	0	-6.617925	106.301056	505.1	-6.617933	106.301041	503.6	11011
BASE	05/04/2021	12:31:30	4495.7439	0	0.0256	0.0033	2227.6311	0.3	-0.1	1.4364	0.0637	0	0.1894	2267.8598	60	0	-6.617925	106.301056	505.1	-6.617938	106.301041	503.5	11011
